Sexual Offences,Other Sexual Offences,Belsize,E05000128,Camden,1,0,0,0,0,0,2,0,1,2,0,0,2,0,2,0,0,0,0,0,0,1,0,1
Sexual Offences,Rape,Belsize,E05000128,Camden,2,1,1,0,1,0,2,0,1,1,1,1,0,0,1,0,1,2,0,1,1,0,0,2
Theft,Bicycle Theft,Belsize,E05000128,Camden,1,1,5,8,0,4,4,3,3,0,0,0,2,2,2,1,3,0,3,3,3,2,0,0
Theft,Other Theft,Belsize,E05000128,Camden,10,4,12,11,14,10,10,9,15,8,9,3,9,16,5,12,7,6,5,17,21,10,9,9
Theft,Shoplifting,Belsize,E05000128,Camden,4,4,6,4,3,4,4,3,3,3,2,1,1,8,4,7,1,4,2,1,3,4,0,3
Theft,Theft from Person,Belsize,E05000128,Camden,2,12,17,26,28,31,27,42,20,15,19,4,18,5,5,2,10,10,9,2,5,1,1,3
Vehicle Offences,Aggravated Vehicle Taking,Belsize,E05000128,Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vehicle Offences,Interfering with a Motor Vehicle,Belsize,E05000128,Camden,0,4,5,3,2,2,4,1,1,1,3,3,4,3,1,3,2,0,1,1,2,1,1,1
Vehicle Offences,Theft from a Motor Vehicle,Belsize,E05000128,Camden,4,6,5,8,10,10,6,3,2,3,4,5,5,9,5,11,10,12,4,7,7,10,12,16
Vehicle Offences,Theft or Taking of a Motor Vehicle,Belsize,E05000128,Camden,5,3,13,9,3,3,8,3,2,3,2,6,3,5,5,5,2,2,1,6,5,5,2,7
Violence Against the Person,Violence with Injury,Belsize,E05000128,Camden,10,4,3,3,4,3,8,2,6,10,5,5,7,9,6,3,5,7,4,6,4,3,3,3
Violence Against the Person,Violence without Injury,Belsize,E05000128,Camden,12,13,7,3,13,11,10,16,8,7,7,11,6,11,17,8,13,12,17,10,8,6,7,9
Arson and Criminal Damage,Arson,Bloomsbury,E05000129,Camden,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Arson and Criminal Damage,Criminal Damage,Bloomsbury,E05000129,Camden,8,14,9,14,10,8,14,9,12,12,11,15,18,15,17,7,11,13,16,14,13,15,15,17
Burglary,Burglary - Business and Community,Bloomsbury,E05000129,Camden,15,28,21,23,30,20,23,25,26,16,21,19,16,21,34,24,15,22,17,19,23,11,38,24
Burglary,Burglary - Residential,Bloomsbury,E05000129,Camden,7,11,9,15,8,8,6,8,5,10,10,6,6,10,9,7,12,8,4,10,4,10,1,7
Drug Offences,Drug Trafficking,Bloomsbury,E05000129,Camden,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Drug Offences,Possession of  Drugs,Bloomsbury,E05000129,Camden,3,4,3,8,6,5,6,4,5,2,6,7,8,2,6,1,3,3,7,6,7,5,8,5
Miscellaneous Crimes Against Society,Absconding from Lawful Custody,Bloomsbury,E05000129,Camden,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Bail Offences,Bloomsbury,E05000129,Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Miscellaneous Crimes Against Society,Exploitation of Prostitution,Bloomsbury,E05000129,Camden,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Forgery or Use of Drug Prescription,Bloomsbury,E05000129,Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Miscellaneous Crimes Against Society,Fraud or Forgery Associated with Driver Records,Bloomsbury,E05000129,Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Miscellaneous Crimes Against Society,Handling Stolen Goods,Bloomsbury,E05000129,Camden,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
Miscellaneous Crimes Against Society,"Making, Supplying or Possessing Articles for use i",Bloomsbury,E05000129,Camden,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,1
Miscellaneous Crimes Against Society,Obscene Publications,Bloomsbury,E05000129,Camden,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Other Forgery,Bloomsbury,E05000129,Camden,0,0,1,0,1,0,0,0,2,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1
Miscellaneous Crimes Against Society,Other Notifiable Offences,Bloomsbury,E05000129,Camden,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Perverting Course of Justice,Bloomsbury,E05000129,Camden,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Possession of False Documents,Bloomsbury,E05000129,Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Profitting From or Concealing Proceeds of Crime,Bloomsbury,E05000129,Camden,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Threat or Possession With Intent to Commit Crimina,Bloomsbury,E05000129,Camden,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Possession of Weapons,Possession of  Firearm with Intent,Bloomsbury,E05000129,Camden,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Possession of Weapons,Possession of  Firearms Offences,Bloomsbury,E05000129,Camden,0,1,0,8,0,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,5,0
Possession of Weapons,Possession of  Other Weapon,Bloomsbury,E05000129,Camden,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,1,2,0,1,0,0,1,0
Possession of Weapons,Possession of Article with Blade or Point,Bloomsbury,E05000129,Camden,0,0,0,1,0,0,0,1,0,1,2,0,2,1,0,0,0,1,1,1,1,2,0,0
Public Order Offences,"Other Offences Against the State, or Public Order",Bloomsbury,E05000129,Camden,3,2,2,2,2,0,1,3,2,1,2,0,1,1,0,0,4,2,0,1,2,0,0,2
Public Order Offences,Public Fear Alarm or Distress,Bloomsbury,E05000129,Camden,19,6,13,19,17,9,11,14,7,3,17,11,8,10,8,5,14,6,7,8,14,9,10,11
Public Order Offences,"Racially or Religiously Aggravated Public Fear, Al",Bloomsbury,E05000129,Camden,5,5,4,3,2,5,1,5,2,6,1,2,3,2,6,3,7,5,2,1,5,3,5,6
Robbery,Robbery of Business Property,Bloomsbury,E05000129,Camden,1,0,0,2,0,0,0,1,1,0,0,1,0,1,1,2,0,0,1,3,3,1,1,1
Robbery,Robbery of Personal Property,Bloomsbury,E05000129,Camden,18,10,28,14,20,21,27,30,24,21,15,16,20,12,18,24,17,10,9,15,18,22,16,20
Sexual Offences,Other Sexual Offences,Bloomsbury,E05000129,Camden,4,0,3,2,4,2,4,7,7,3,2,2,6,4,2,8,3,1,2,2,3,1,1,2
Sexual Offences,Rape,Bloomsbury,E05000129,Camden,2,1,0,2,1,0,2,0,3,1,1,2,0,1,2,0,1,2,0,1,4,2,2,0
Theft,Bicycle Theft,Bloomsbury,E05000129,Camden,21,12,19,22,26,24,27,42,36,22,22,17,22,31,39,21,21,19,33,42,35,28,29,33
Theft,Other Theft,Bloomsbury,E05000129,Camden,158,119,88,83,98,103,72,108,112,123,125,96,108,79,118,105,111,112,126,178,164,218,210,214
Theft,Shoplifting,Bloomsbury,E05000129,Camden,24,27,22,18,32,36,18,26,32,29,32,21,33,32,24,30,27,31,30,31,25,32,30,23
Theft,Theft from Person,Bloomsbury,E05000129,Camden,86,85,156,135,139,133,91,113,138,117,98,85,99,92,83,108,93,75,65,87,98,110,90,137
Vehicle Offences,Interfering with a Motor Vehicle,Bloomsbury,E05000129,Camden,0,2,0,0,3,3,1,2,1,0,4,4,2,2,1,1,3,7,0,4,1,7,11,2
Vehicle Offences,Theft from a Motor Vehicle,Bloomsbury,E05000129,Camden,6,13,10,7,5,13,18,16,11,13,15,18,21,16,30,25,20,16,20,24,29,15,30,22
Vehicle Offences,Theft or Taking of a Motor Vehicle,Bloomsbury,E05000129,Camden,3,5,5,4,8,5,6,8,8,2,2,3,1,2,1,4,2,4,4,5,2,4,3,1
Violence Against the Person,Violence with Injury,Bloomsbury,E05000129,Camden,9,7,11,24,19,17,9,17,10,14,26,19,12,16,22,11,14,19,12,12,26,17,17,13
Violence Against the Person,Violence without Injury,Bloomsbury,E05000129,Camden,22,14,25,29,28,26,18,26,27,33,24,21,39,23,31,30,30,30,29,25,33,24,31,23
Arson and Criminal Damage,Arson,Camden Town with Primrose Hill,E05000130,Camden,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Arson and Criminal Damage,Criminal Damage,Camden Town with Primrose Hill,E05000130,Camden,13,9,17,11,14,13,21,17,13,10,12,9,18,15,11,5,11,15,14,9,14,5,13,10
Burglary,Burglary - Business and Community,Camden Town with Primrose Hill,E05000130,Camden,7,14,5,10,17,8,13,16,14,7,8,7,5,13,6,12,11,9,21,26,9,2,6,9
Burglary,Burglary - Residential,Camden Town with Primrose Hill,E05000130,Camden,10,17,11,14,6,9,9,18,9,16,9,5,3,7,7,7,10,13,12,10,12,8,9,8
Drug Offences,Drug Trafficking,Camden Town with Primrose Hill,E05000130,Camden,5,0,1,5,0,1,1,1,0,0,0,2,1,1,1,0,1,3,10,12,2,1,1,3
Drug Offences,Possession of  Drugs,Camden Town with Primrose Hill,E05000130,Camden,45,54,32,40,55,39,22,27,30,15,27,17,20,29,10,22,21,15,24,27,42,23,34,37
Miscellaneous Crimes Against Society,Dangerous Driving,Camden Town with Primrose Hill,E05000130,Camden,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,"Disclosure, Obstruction, False or Misleading State",Camden Town with Primrose Hill,E05000130,Camden,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Going Equipped for Stealing,Camden Town with Primrose Hill,E05000130,Camden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Handling Stolen Goods,Camden Town with Primrose Hill,E05000130,Camden,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
Miscellaneous Crimes Against Society,"Making, Supplying or Possessing Articles for use i",Camden Town with Primrose Hill,E05000130,Camden,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Miscellaneous Crimes Against Society,Obscene Publications,Camden Town with Primrose Hill,E05000130,Camden,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Other Forgery,Camden Town with Primrose Hill,E05000130,Camden,0,1,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2
Miscellaneous Crimes Against Society,Other Notifiable Offences,Camden Town with Primrose Hill,E05000130,Camden,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Profitting From or Concealing Proceeds of Crime,Camden Town with Primrose Hill,E05000130,Camden,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Threat or Possession With Intent to Commit Crimina,Camden Town with Primrose Hill,E05000130,Camden,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Possession of Weapons,Possession of  Firearm with Intent,Camden Town with Primrose Hill,E05000130,Camden,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Possession of Weapons,Possession of  Firearms Offences,Camden Town with Primrose Hill,E05000130,Camden,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Possession of Weapons,Possession of  Other Weapon,Camden Town with Primrose Hill,E05000130,Camden,0,0,1,1,2,1,3,0,1,1,1,1,2,0,1,1,2,0,1,2,1,1,4,0
Possession of Weapons,Possession of Article with Blade or Point,Camden Town with Primrose Hill,E05000130,Camden,1,1,2,1,1,2,1,0,0,0,1,1,1,1,1,1,0,1,1,0,3,0,1,1
Public Order Offences,"Other Offences Against the State, or Public Order",Camden Town with Primrose Hill,E05000130,Camden,3,1,0,2,3,4,2,2,0,1,2,1,6,1,3,2,4,2,2,1,1,1,0,1
Public Order Offences,Public Fear Alarm or Distress,Camden Town with Primrose Hill,E05000130,Camden,2,17,10,13,12,11,16,18,16,6,17,19,13,27,12,16,12,13,18,14,13,3,7,11
Public Order Offences,"Racially or Religiously Aggravated Public Fear, Al",Camden Town with Primrose Hill,E05000130,Camden,5,5,5,2,6,1,2,6,4,1,2,2,1,3,4,8,1,3,6,0,4,3,4,8
Robbery,Robbery of Business Property,Camden Town with Primrose Hill,E05000130,Camden,1,0,2,2,3,1,1,1,3,0,1,1,1,4,3,0,0,2,0,1,2,1,3,1
Robbery,Robbery of Personal Property,Camden Town with Primrose Hill,E05000130,Camden,10,10,11,22,16,22,26,24,29,21,29,20,20,13,12,11,15,16,14,17,16,20,10,9
Sexual Offences,Other Sexual Offences,Camden Town with Primrose Hill,E05000130,Camden,2,6,8,3,1,4,3,4,0,5,1,4,6,7,4,2,4,3,4,4,3,5,4,5
Sexual Offences,Rape,Camden Town with Primrose Hill,E05000130,Camden,2,2,1,1,1,1,1,2,0,0,3,0,2,4,0,1,0,0,4,8,1,1,2,0
Theft,Bicycle Theft,Camden Town with Primrose Hill,E05000130,Camden,9,7,4,10,7,8,5,5,7,1,5,2,3,5,9,11,13,17,19,15,7,2,9,8
Theft,Other Theft,Camden Town with Primrose Hill,E05000130,Camden,56,52,54,38,52,45,46,72,59,50,64,68,63,59,59,54,72,64,51,75,71,76,58,73
Theft,Shoplifting,Camden Town with Primrose Hill,E05000130,Camden,38,36,32,27,25,29,19,18,25,21,19,30,23,38,33,29,31,21,25,16,31,12,21,24
Theft,Theft from Person,Camden Town with Primrose Hill,E05000130,Camden,79,52,64,65,79,76,74,122,94,64,62,58,86,41,40,70,43,62,44,49,43,34,33,49
Vehicle Offences,Aggravated Vehicle Taking,Camden Town with Primrose Hill,E05000130,Camden,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vehicle Offences,Interfering with a Motor Vehicle,Camden Town with Primrose Hill,E05000130,Camden,0,2,0,0,1,0,10,2,1,1,0,2,1,6,4,1,2,1,3,0,1,1,3,1
Vehicle Offences,Theft from a Motor Vehicle,Camden Town with Primrose Hill,E05000130,Camden,10,13,13,8,10,6,8,16,9,8,7,10,8,11,17,11,10,7,8,12,9,13,11,13
Vehicle Offences,Theft or Taking of a Motor Vehicle,Camden Town with Primrose Hill,E05000130,Camden,5,6,7,10,3,5,10,11,5,3,4,2,0,0,1,4,5,4,7,6,4,4,4,5
Violence Against the Person,Violence with Injury,Camden Town with Primrose Hill,E05000130,Camden,27,51,40,38,32,35,38,46,34,25,42,24,30,46,40,36,39,32,40,19,32,31,18,35
Violence Against the Person,Violence without Injury,Camden Town with Primrose Hill,E05000130,Camden,37,25,39,45,25,38,37,43,27,47,43,34,33,39,38,40,43,36,24,31,36,35,24,33
Arson and Criminal Damage,Arson,Cantelowes,E05000131,Camden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arson and Criminal Damage,Criminal Damage,Cantelowes,E05000131,Camden,12,8,14,7,13,6,8,6,4,7,5,4,7,6,8,5,11,7,1,7,6,8,7,2
Burglary,Burglary - Business and Community,Cantelowes,E05000131,Camden,1,3,4,2,3,2,0,4,1,1,2,7,1,3,0,2,3,1,2,3,2,3,1,5
Burglary,Burglary - Residential,Cantelowes,E05000131,Camden,4,9,5,8,6,8,9,6,11,6,6,4,7,5,6,12,8,4,7,8,9,8,12,17
Drug Offences,Drug Trafficking,Cantelowes,E05000131,Camden,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Drug Offences,Possession of  Drugs,Cantelowes,E05000131,Camden,2,1,6,2,3,3,4,2,9,3,1,7,6,6,2,9,4,5,2,4,6,2,1,0
Miscellaneous Crimes Against Society,Dangerous Driving,Cantelowes,E05000131,Camden,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Going Equipped for Stealing,Cantelowes,E05000131,Camden,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Handling Stolen Goods,Cantelowes,E05000131,Camden,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,"Making, Supplying or Possessing Articles for use i",Cantelowes,E05000131,Camden,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Miscellaneous Crimes Against Society,Obscene Publications,Cantelowes,E05000131,Camden,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Miscellaneous Crimes Against Society,Other Forgery,Cantelowes,E05000131,Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Miscellaneous Crimes Against Society,Possession of False Documents,Cantelowes,E05000131,Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Profitting From or Concealing Proceeds of Crime,Cantelowes,E05000131,Camden,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Threat or Possession With Intent to Commit Crimina,Cantelowes,E05000131,Camden,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0
Possession of Weapons,Possession of  Firearms Offences,Cantelowes,E05000131,Camden,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
Possession of Weapons,Possession of  Other Weapon,Cantelowes,E05000131,Camden,4,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Possession of Weapons,Possession of Article with Blade or Point,Cantelowes,E05000131,Camden,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
Public Order Offences,"Other Offences Against the State, or Public Order",Cantelowes,E05000131,Camden,3,0,0,1,0,1,0,2,1,1,1,3,1,0,0,0,1,0,1,2,1,0,0,0
Public Order Offences,Public Fear Alarm or Distress,Cantelowes,E05000131,Camden,8,8,2,9,5,6,7,7,6,2,4,6,3,3,4,3,7,4,2,7,3,3,4,2
Public Order Offences,"Racially or Religiously Aggravated Public Fear, Al",Cantelowes,E05000131,Camden,0,1,0,1,1,1,1,2,1,0,0,1,1,1,2,3,3,1,2,2,0,0,0,0
Robbery,Robbery of Business Property,Cantelowes,E05000131,Camden,3,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0
Robbery,Robbery of Personal Property,Cantelowes,E05000131,Camden,3,2,9,5,5,9,5,4,5,4,4,1,1,3,4,4,5,1,2,6,5,1,6,1
Sexual Offences,Other Sexual Offences,Cantelowes,E05000131,Camden,1,1,2,2,1,3,0,1,0,0,1,0,0,2,0,1,1,5,0,0,0,0,2,0
Sexual Offences,Rape,Cantelowes,E05000131,Camden,1,0,1,1,0,0,3,0,0,0,2,0,0,2,1,0,1,0,1,3,2,1,0,0
Theft,Bicycle Theft,Cantelowes,E05000131,Camden,5,5,3,5,5,3,1,3,3,1,0,4,3,3,3,7,5,2,2,7,2,0,3,2
Theft,Other Theft,Cantelowes,E05000131,Camden,13,11,11,17,12,11,9,14,16,18,14,29,18,20,22,15,19,16,18,24,14,14,17,9
Theft,Shoplifting,Cantelowes,E05000131,Camden,2,4,3,4,4,5,6,4,3,1,1,3,2,5,4,5,4,2,1,3,0,4,3,4
Theft,Theft from Person,Cantelowes,E05000131,Camden,5,5,17,25,17,20,15,13,12,6,9,1,8,4,3,4,3,12,9,6,3,5,13,10
Vehicle Offences,Aggravated Vehicle Taking,Cantelowes,E05000131,Camden,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Vehicle Offences,Interfering with a Motor Vehicle,Cantelowes,E05000131,Camden,1,4,2,0,2,1,1,4,0,1,4,3,0,3,1,1,1,2,1,0,0,2,3,0
Vehicle Offences,Theft from a Motor Vehicle,Cantelowes,E05000131,Camden,10,5,9,4,8,9,12,2,7,7,13,9,13,9,3,8,5,10,8,4,9,5,8,6
Vehicle Offences,Theft or Taking of a Motor Vehicle,Cantelowes,E05000131,Camden,5,6,6,4,5,10,4,3,1,3,0,1,1,1,4,5,4,5,2,3,3,4,5,3
Violence Against the Person,Homicide,Cantelowes,E05000131,Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Violence Against the Person,Violence with Injury,Cantelowes,E05000131,Camden,11,7,2,2,9,10,6,9,4,12,11,10,5,8,8,10,13,9,12,6,7,9,4,9
Violence Against the Person,Violence without Injury,Cantelowes,E05000131,Camden,17,17,17,18,17,20,19,26,18,24,19,13,10,15,15,18,21,15,15,16,16,9,14,10
Arson and Criminal Damage,Arson,Fortune Green,E05000132,Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arson and Criminal Damage,Criminal Damage,Fortune Green,E05000132,Camden,6,8,7,6,4,10,5,0,4,2,4,4,5,1,6,6,7,5,8,3,9,9,11,2
Burglary,Burglary - Business and Community,Fortune Green,E05000132,Camden,2,1,1,2,5,2,0,4,1,0,1,2,1,1,3,4,12,4,1,2,2,1,2,1
Burglary,Burglary - Residential,Fortune Green,E05000132,Camden,7,14,15,14,14,18,8,11,14,11,12,17,10,13,13,13,13,9,14,18,3,10,16,9
Drug Offences,Possession of  Drugs,Fortune Green,E05000132,Camden,2,1,3,1,1,1,1,2,4,3,1,1,2,0,3,2,0,1,4,1,2,2,2,1
Miscellaneous Crimes Against Society,Fraud or Forgery Associated with Driver Records,Fortune Green,E05000132,Camden,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Going Equipped for Stealing,Fortune Green,E05000132,Camden,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,"Making, Supplying or Possessing Articles for use i",Fortune Green,E05000132,Camden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Obscene Publications,Fortune Green,E05000132,Camden,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Miscellaneous Crimes Against Society,Other Forgery,Fortune Green,E05000132,Camden,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Other Notifiable Offences,Fortune Green,E05000132,Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Miscellaneous Crimes Against Society,Perverting Course of Justice,Fortune Green,E05000132,Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Miscellaneous Crimes Against Society,Possession of False Documents,Fortune Green,E05000132,Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Miscellaneous Crimes Against Society,Threat or Possession With Intent to Commit Crimina,Fortune Green,E05000132,Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Possession of Weapons,Other Firearm Offences,Fortune Green,E05000132,Camden,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Possession of Weapons,Possession of  Firearm with Intent,Fortune Green,E05000132,Camden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Possession of Weapons,Possession of  Firearms Offences,Fortune Green,E05000132,Camden,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Possession of Weapons,Possession of  Other Weapon,Fortune Green,E05000132,Camden,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Possession of Weapons,Possession of Article with Blade or Point,Fortune Green,E05000132,Camden,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Public Order Offences,"Other Offences Against the State, or Public Order",Fortune Green,E05000132,Camden,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Public Order Offences,Public Fear Alarm or Distress,Fortune Green,E05000132,Camden,2,2,3,3,2,3,2,2,2,3,2,2,3,5,1,8,3,2,1,2,1,5,2,0
Public Order Offences,"Racially or Religiously Aggravated Public Fear, Al",Fortune Green,E05000132,Camden,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,1,0,0,2,4,0
Robbery,Robbery of Business Property,Fortune Green,E05000132,Camden,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Robbery,Robbery of Personal Property,Fortune Green,E05000132,Camden,1,3,0,1,1,3,2,4,3,3,3,2,3,0,3,4,4,2,1,4,5,3,0,0
Sexual Offences,Other Sexual Offences,Fortune Green,E05000132,Camden,0,1,1,2,1,0,1,1,1,0,0,0,0,2,1,0,0,2,0,2,0,0,1,0
Sexual Offences,Rape,Fortune Green,E05000132,Camden,2,1,1,0,0,1,1,0,0,1,1,0,0,0,2,0,1,0,1,0,1,0,2,0
Theft,Bicycle Theft,Fortune Green,E05000132,Camden,1,1,4,2,0,1,0,4,1,0,1,1,1,0,1,1,1,1,1,0,0,0,2,0
Theft,Other Theft,Fortune Green,E05000132,Camden,5,8,10,6,10,6,11,7,3,9,1,4,3,4,9,4,11,8,7,7,5,10,3,16
Theft,Shoplifting,Fortune Green,E05000132,Camden,0,0,1,1,0,0,1,0,2,0,1,0,0,1,1,0,0,0,0,0,2,1,1,1
Theft,Theft from Person,Fortune Green,E05000132,Camden,2,3,2,2,1,3,5,2,4,2,8,3,5,11,1,1,3,0,2,2,0,3,1,1
Vehicle Offences,Interfering with a Motor Vehicle,Fortune Green,E05000132,Camden,4,8,4,2,6,1,1,1,2,2,2,3,4,4,2,2,2,1,4,0,3,3,3,0
Vehicle Offences,Theft from a Motor Vehicle,Fortune Green,E05000132,Camden,21,12,14,22,24,7,6,6,17,15,15,4,6,10,7,6,9,9,14,7,17,12,16,13
Vehicle Offences,Theft or Taking of a Motor Vehicle,Fortune Green,E05000132,Camden,5,3,4,0,3,3,4,5,3,1,6,4,3,5,3,3,1,6,1,2,3,2,2,1
Violence Against the Person,Violence with Injury,Fortune Green,E05000132,Camden,2,7,6,9,4,7,5,4,2,2,5,4,5,1,3,11,7,7,9,3,2,9,5,7
Violence Against the Person,Violence without Injury,Fortune Green,E05000132,Camden,17,13,9,14,17,9,11,10,9,13,13,12,9,11,18,14,18,12,12,14,12,14,7,7
Arson and Criminal Damage,Criminal Damage,Frognal and Fitzjohns,E05000133,Camden,3,3,5,1,2,2,1,3,3,1,2,2,0,5,4,2,5,1,3,1,3,3,5,3
